icici_code,nse_symbol,company_name,series,isin_code,group,group_source,industry,industry_source,nifty_company_name,nse_macro,nse_sector,nse_industry_info,nse_basic_industry
ALEPHA,APLLTD,Alembic Pharmaceuticals Limite,EQ,INE901L01018,Alembic Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Alembic Pharmaceuticals Ltd.,,,,
ALFLAV,ALFALAVAL,Alfa Laval (India) Limited,EQ,INE427A01017,,,Industrial Equipments,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
ALICAS,ALICON,Alicon Castalloy Limited,EQ,INE062D01024,Alicon Group,corporate_group_repository.xlsx,Auto Components & Equipments,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ALKAMI,ALKYLAMINE,Alkyl Amines Chemicals Limited,EQ,INE150B01039,Yogesh M. Kothari Group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,Alkyl Amines Chemicals Ltd.,,,,
ALKLAB,ALKEM,Alkem Laboratories Limited,EQ,INE540L01014,Alkem Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Alkem Laboratories Ltd.,,,,
ALKMET,ALKALI,Alkali Metals Limited,EQ,INE773I01017,Venkatarao Group,corporate_group_repository.xlsx,Specialty Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ALLBAN,ALBK,Allahabad Bank,EQ,INE428A01015,Allahabad Bank Group,corporate_group_repository.xlsx,BANKS,nse_getSymbolData.basicIndustry,,FINANCIAL SERVICES,FINANCIAL SERVICES,BANKS,BANKS
ALLBLE,ABDL,Allied Blenders And Distil Ltd,EQ,INE552Z01027,,,Fast Moving Consumer Goods,ind_niftytotalmarket_list.csv,Allied Blenders and Distillers Ltd.,,,,
ALLCAP,AVONMORE,Avonmore Capital & Management,EQ,INE323B01024,,,Non Banking Financial Company (NBFC),nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ALLDIG,ADSL,Allied Digital Services Limite,EQ,INE102I01027,Allied Group,corporate_group_repository.xlsx,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
ALLLOG,ALLCARGO,Allcargo Logistics Ltd,EQ,INE418H01029,Allcargo Group,corporate_group_repository.xlsx,Services,ind_niftytotalmarket_list.csv,Allcargo Logistics Ltd.,,,,
ALLTEC,ALLDIGI,Alldigi Tech Limited,EQ,INE835G01018,Quess Group,corporate_group_repository.xlsx,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
ALLTER,ATL,Allcargo Terminals Ltd,EQ,INE0NN701020,Allcargo Group,corporate_group_repository.xlsx,Port & Port services,nse_getSymbolData.basicIndustry,,Services,Services,Transport Infrastructure,Port & Port services
ALLTIM,ALLTIME,All Time Plastics Limited,EQ,INE0GV601021,,,Houseware,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
ALMGLO,ALMONDZ,Almondz Global Securities Limi,EQ,INE326B01035,,,Stockbroking & Allied,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ALOIND,ALOKINDS,Alok Industries Limited,EQ,INE270A01029,Reliance Group [Mukesh Ambani],corporate_group_repository.xlsx,Textiles,ind_niftytotalmarket_list.csv,Alok Industries Ltd.,,,,
ALPALA,ALPA,Alpa Laboratories Limited,EQ,INE385I01010,Alpa Laboratories Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ALPFIN,ALPICFIN,Alpic Finance Ltd,EQ,INE429A01013,,,,,,,,,
ALPHAG,ALPHAGEO,Alphageo (India) Limited,EQ,INE137C01018,Alphageo group,corporate_group_repository.xlsx,Offshore Support Solution Drilling,nse_getSymbolData.basicIndustry,,Energy,Oil Gas & Consumable Fuels,Oil,Offshore Support Solution Drilling
ALPHOU,ALPINEHOU,Alpine Housing Development Cor,BE,INE840D01015,Alpine Housing Devp. Corpn. Group,corporate_group_repository.xlsx,RESIDENTIAL/COMMERCIAL/SEZ Project,nse_getSymbolData.basicIndustry,,MANUFACTURING,CONSTRUCTION,CONSTRUCTION,RESIDENTIAL/COMMERCIAL/SEZ Project
ALPLAB,ALPSINDUS,Alps Industries Ltd,BE,INE093B01015,Alps Industries Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
ALSIND,GVPIL,Ge Power India Limited,BE,INE878A01011,GE (F)  Group,corporate_group_repository.xlsx,Heavy Electrical Equipment,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
ALSTD,GVT&D,Ge Vernova T&d India Limited,EQ,INE200A01026,Alstom (F) Group,corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,GE Vernova T&D India Ltd.,,,,
ALTRE1,ATL-RE,Allcargo Terminals Re,BE,INE0NN720012,,,Port & Port services,nse_getSymbolData.basicIndustry,,Services,Services,Transport Infrastructure,Port & Port services
AMAHEA,AMANTA,Amanta Healthcare Limited,EQ,INE084K01015,,,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AMAMED,AMAGI,Amagi Media Labs Ltd,EQ,INE121R01077,,,IT Enabled Services,nse_getSymbolData.basicIndustry,,Information Technology,Information Technology,IT - Services,IT Enabled Services
AMARAJ,ARE&M,Amara Raja Energy & Mobility,EQ,INE885A01032,Amara Raja Group,corporate_group_repository.xlsx,Automobile and Auto Components,ind_niftytotalmarket_list.csv,Amara Raja Energy & Mobility Ltd.,,,,
AMAREM,AMAR,Amar Remedies Ltd,BE,INE787G01011,Amar Remedies Group,corporate_group_repository.xlsx,PERSONAL CARE,nse_getSymbolData.basicIndustry,,CONSUMER,CONSUMER GOODS,CONSUMER NON DURABLES,PERSONAL CARE
AMASPI,AMARJOTHI,Amarjothi Spinning Mills Ltd,EQ,INE484D01012,Amarjothi Group,corporate_group_repository.xlsx,SPINNING-COTTON/BLENDED,nse_getSymbolData.basicIndustry,,CONSUMER,TEXTILES,TEXTILES - COTTON,SPINNING-COTTON/BLENDED
AMATRA,EFCIL,Efc I Limited,EQ,INE886D01026,EFC (I) Group,corporate_group_repository.xlsx,Diversified Commercial Services,nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
AMBAGA,AMBICAAGAR,Ambica Agarbathies & Aroma Ind,EQ,INE792B01012,Ambica Agarbathies Aroma & Inds. Group,corporate_group_repository.xlsx,Household Products,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
AMBCE,AMBUJACEM,Ambuja Cements Ltd,EQ,INE079A01024,Adani Group,corporate_group_repository.xlsx,Construction Materials,ind_niftytotalmarket_list.csv,Ambuja Cements Ltd.,,,,
AMBCOT,AMBIKCO,Ambika Cotton Mills Limited,EQ,INE540G01014,Ambika Cotton Mills Group,corporate_group_repository.xlsx,Other Textile Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
AMBEN,AMBER,Amber Enterprises India Ltd,EQ,INE371P01015,Amber group,corporate_group_repository.xlsx,Consumer Durables,ind_niftytotalmarket_list.csv,Amber Enterprises India Ltd.,,,,
AMBSAR,AMBASARABH,Ambalal Sarabhai Enterprise Lt,EQ,INE432A01017,Sarabhai Group,corporate_group_repository.xlsx,,,,,,,
AMDIND,AMDIND,Amd Industries Limited,EQ,INE005I01014,AMD Group,corporate_group_repository.xlsx,Packaging,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Packaging
AMFIND,AMFORGEIND,Amforge Industries Ltd,BE,INE991A01020,Amforge Group,corporate_group_repository.xlsx,,,,,,,
AMIORG,ACUTAAS,Acutaas Chemicals Limited,EQ,INE00FF01025,,,Healthcare,ind_niftytotalmarket_list.csv,Acutaas Chemicals Ltd.,,,,
AMIPLA,AMNPLST,Amines & Plasticizers Ltd,EQ,INE275D01022,APL Group,corporate_group_repository.xlsx,Commodity Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
AMISPI,ASIL,Amit Spinning Industries Ltd,BE,INE988A01026,Amit Group,corporate_group_repository.xlsx,SPINNING-COTTON/BLENDED,nse_getSymbolData.basicIndustry,,CONSUMER,TEXTILES,TEXTILES - COTTON,SPINNING-COTTON/BLENDED
AMLSTE,AMLSTEEL,Aml Steel Limited,BE,INE577F01018,,,STEEL PRODUCTS,nse_getSymbolData.basicIndustry,,COMMODITIES,METALS,FERROUS METALS,STEEL PRODUCTS
AMRHEA,AMRUTANJAN,Amrutanjan Health Care Limited,EQ,INE098F01031,Amrutanjan Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AMTIND,CASTEXTECH,Castex Technologies Limited,BE,INE068D01021,Amtek Group,corporate_group_repository.xlsx,AUTO ANCILLARIES,nse_getSymbolData.basicIndustry,,MANUFACTURING,AUTOMOBILE,AUTO ANCILLARIES,AUTO ANCILLARIES
AMULEA,APOLLOPIPE,Apollo Pipes Limited,EQ,INE126J01016,APL Apollo Group,corporate_group_repository.xlsx,Plastic Products - Industrial,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
ANARA,TARC,Tarc Limited,EQ,INE0EK901012,TARC Group,corporate_group_repository.xlsx,Realty,ind_niftytotalmarket_list.csv,TARC Ltd.,,,,
ANARAJ,ANANTRAJ,Anant Raj Limited,EQ,INE242C01024,Anant Raj Group,corporate_group_repository.xlsx,Realty,ind_niftytotalmarket_list.csv,Anant Raj Ltd.,,,,
ANARAT,ANANDRATHI,Anand Rathi Wealth Limited,EQ,INE463V01026,Anand Rathi Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,Anand Rathi Wealth Ltd.,,,,
ANARUB,BALAXI,Balaxi Pharmaceuticals Limited,EQ,INE618N01022,,,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ANDBAN,ANDHRABANK,Andhra Bank,EQ,INE434A01013,Andhra Bank Group,corporate_group_repository.xlsx,BANKS,nse_getSymbolData.basicIndustry,,FINANCIAL SERVICES,FINANCIAL SERVICES,BANKS,BANKS
ANDCEM,ACL,Andhra Cement Ltd,EQ,INE666E01020,Priyadarshini Group,corporate_group_repository.xlsx,Cement & Cement Products,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ANDPET,ANDHRAPET,Andhra Petrochemicals Ltd,EQ,INE714B01016,Andhra Sugar Group,corporate_group_repository.xlsx,,,,,,,
ANDSUG,ANDHRSUGAR,The Andhra Sugars Limited,EQ,INE715B01021,Andhra Sugar Group,corporate_group_repository.xlsx,Commodity Chemicals,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
ANDYUL,ANDREWYU,Andrew Yule & Company Ltd,EQ,INE449C01025,Andrew Yule Group,corporate_group_repository.xlsx,Tea & Coffee,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
ANGBRO,ANGELONE,Angel One Limited,EQ,INE732I01021,,,Financial Services,ind_niftytotalmarket_list.csv,Angel One Ltd.,,,,
ANGGOL,AONEGOLD,Angel One Gold Etf,EQ,INF1J2R01114,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ANGNTM,AONETOTAL,Angel One Nifty Total Mkt Etf,EQ,INF1J2R01015,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ANGON1,AONELIQUID,Angel One Nif 1d Rate Liq Etf,EQ,INF1J2R01056,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ANGSIL,AONESILVER,Angel One Silver Etf,EQ,INF1J2R01171,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ANGTMM,AONETMMQ50,Angelone Nifty Tmm Qlty 50 Etf,EQ,INF1J2R01148,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
ANIIMP,RACE,Race Eco Chain Limited,EQ,INE084Q01012,Race Eco Chain Group,corporate_group_repository.xlsx,Waste Management,nse_getSymbolData.basicIndustry,,Utilities,Utilities,Other Utilities,Waste Management
ANIIND,ANIKINDS,Anik Industries Limited,EQ,INE087B01017,Anik Group,corporate_group_repository.xlsx,Trading & Distributors,nse_getSymbolData.basicIndustry,,Services,Services,Commercial Services & Supplies,Trading & Distributors
ANJPO,APCL,Anjani Portland Cement Ltd,EQ,INE071F01012,Chettinad Group,corporate_group_repository.xlsx,Cement & Cement Products,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ANJRE1,APCL-RE,Anjani Portland Cem Rig Issue,BE,INE071F20012,,,Cement & Cement Products,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ANLHEA,AHCL,Anlon Healthcare Limited,EQ,INE0Y8W01017,,,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ANMIND,ANMOL,Anmol India Limited,EQ,INE02AR01019,Anmol India Group,corporate_group_repository.xlsx,Trading - Coal,nse_getSymbolData.basicIndustry,,Energy,Oil Gas & Consumable Fuels,Consumable Fuels,Trading - Coal
ANRASH,ARSSBL,Anand Rathi Share And Stock Br,EQ,INE549H01021,,,Stockbroking & Allied,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ANSHOU,ANSALHSG,Ansal Housing Limited,EQ,INE880B01015,Ansal Housing Group,corporate_group_repository.xlsx,Residential Commercial Projects,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Realty,Realty,Residential Commercial Projects
ANTART,ANTGRAPHIC,Antarctica Ltd,EQ,INE414B01021,Antarctica Group,corporate_group_repository.xlsx,Packaging,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Packaging
ANTBIO,ANTHEM,Anthem Biosciences Limited,EQ,INE0CZ201020,,,Biotechnology,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
ANTWAS,AWHCL,Antony Waste Handling Cell Ltd,EQ,INE01BK01022,Antony Group,corporate_group_repository.xlsx,Waste Management,nse_getSymbolData.basicIndustry,,Utilities,Utilities,Other Utilities,Waste Management
ANUPHA,ANUHPHR,Anuh Pharma Ltd,EQ,INE489G01022,SK Group,corporate_group_repository.xlsx,Pharmaceuticals,nse_getSymbolData.basicIndustry,,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ANURAS,ANURAS,Anupam Rasayan India Limited,EQ,INE930P01018,Anupam Rasayan Group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,Anupam Rasayan India Ltd.,,,,
AONI50,AONENIFTY,Angel One Nifty 50 Etf,EQ,INF1J2R01064,,,Mutual Fund Scheme,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Mutual Fund Scheme
APAIND,APARINDS,Apar Industries Limited,EQ,INE372A01015,Apar Group,corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,Apar Industries Ltd.,,,,
APCLAT,APCOTEXIND,Apcotex Industries Limited,EQ,INE116A01032,Apcotex Industries Group,corporate_group_repository.xlsx,Rubber,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Industrial Products,Rubber
APEFRO,APEX,Apex Frozen Foods Ltd,EQ,INE346W01013,Karuturi Group,corporate_group_repository.xlsx,Seafood,nse_getSymbolData.basicIndustry,,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Seafood
APESUR,PARKHOTELS,Apeejay Surrendra Park Hot Ltd,EQ,INE988S01028,,,Consumer Services,ind_niftytotalmarket_list.csv,Apeejay Surrendra Park Hotels Ltd.,,,,
APLAB,APLAB,Aplab Ltd,BE,INE273A01015,Aplab Group,corporate_group_repository.xlsx,POWER EQUIPMENT,nse_getSymbolData.basicIndustry,,MANUFACTURING,INDUSTRIAL MANUFACTURING,INDUSTRIAL CAPITAL GOODS,POWER EQUIPMENT
APLAPO,APLAPOLLO,Apl Apollo Tubes Limited,EQ,INE702C01027,APL Apollo Group,corporate_group_repository.xlsx,Capital Goods,ind_niftytotalmarket_list.csv,APL Apollo Tubes Ltd.,,,,
APMFIN,MUFIN,Mufin Green Finance Limited,EQ,INE08KJ01020,Mufin Group,corporate_group_repository.xlsx,Non Banking Financial Company (NBFC),nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
APOHOS,APOLLOHOSP,Apollo Hospitals Enterprises L,EQ,INE437A01024,Apollo Hospitals Group,corporate_group_repository.xlsx,Healthcare,ind_niftytotalmarket_list.csv,Apollo Hospitals Enterprise Ltd.,,,,
APOMIC,APOLLO,Apollo Micro Systems Limited,EQ,INE713T01028,Apollo Micro Systems Group,corporate_group_repository.xlsx,Aerospace & Defense,nse_getSymbolData.basicIndustry,,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
APOSI,APOLSINHOT,Apollo Sindoori Hotels Limited,EQ,INE451F01024,Apollo Hospitals Group,corporate_group_repository.xlsx,Hotels & Resorts,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
APOTYR,APOLLOTYRE,Apollo Tyres Ltd,EQ,INE438A01022,Apollo Tyres Group,corporate_group_repository.xlsx,Automobile and Auto Components,ind_niftytotalmarket_list.csv,Apollo Tyres Ltd.,,,,
APPCRE,APPLECREDT,Apple Credit Corporation,EQ,INE212A01013,,,,,,,,,
APPFIN,APPLEIND,Utique Enterprises Ltd,EQ,INE096A01010,Utique Enterprises Group,corporate_group_repository.xlsx,,,,,,,
APTLIM,APTECHT,Aptech Limited,EQ,INE266F01018,Aptech Group,corporate_group_repository.xlsx,Education,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Services,Other Consumer Services,Education
APTVAL,APTUS,Aptus Value Housing Fin Ind,EQ,INE852O01025,Aptus Group,corporate_group_repository.xlsx,Financial Services,ind_niftytotalmarket_list.csv,Aptus Value Housing Finance India Ltd.,,,,
AQULOG,AQUA,Aqua Logistics Limited,EQ,INE544K01026,Aqua Logistics Group,corporate_group_repository.xlsx,LOGISTICS SOLUTION PROVIDER,nse_getSymbolData.basicIndustry,,SERVICES,SERVICES,TRANSPORTATION,LOGISTICS SOLUTION PROVIDER
ARCCHE,ACI,Archean Chemical Ind Limited,EQ,INE128X01021,Archean Chemical Group,corporate_group_repository.xlsx,Chemicals,ind_niftytotalmarket_list.csv,Archean Chemical Industries Ltd.,,,,
ARCDEC,ADL,Archidply Decor Limited,EQ,INE0CHO01012,Archidply Decor Group,corporate_group_repository.xlsx,Plywood Boards/ Laminates,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
ARCIN,ARCHIDPLY,Archidply Industries Limited,EQ,INE877I01016,Archidply Group,corporate_group_repository.xlsx,Plywood Boards/ Laminates,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Plywood Boards/ Laminates
ARCLIM,ARCHIES,Archies Limited,EQ,INE731A01020,Archies Group,corporate_group_repository.xlsx,Leisure Products,nse_getSymbolData.basicIndustry,,Consumer Discretionary,Consumer Durables,Consumer Durables,Leisure Products
ARCLTD,ARCOTECH,Arcotech Limited Formerly Sks,BE,INE574I01035,Arcotech Group,corporate_group_repository.xlsx,,,,,,,
ARCSO,POPEES,Popees Cares Limited,BE,INE149B01015,rchana Software Group,corporate_group_repository.xlsx,,,,,,,
ARFIND,ARFIN,Arfin India Limited,EQ,INE784R01023,Arfin Group,corporate_group_repository.xlsx,Aluminium,nse_getSymbolData.basicIndustry,,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
ARIAGR,ARIES,Aries Agro Limited,EQ,INE298I01015,Aries group,corporate_group_repository.xlsx,Fertilizers,nse_getSymbolData.basicIndustry,,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
ARICAP,ARIHANTCAP,Arihant Capital Markets Ltd,EQ,INE420B01036,Arihant Capital Group,corporate_group_repository.xlsx,Stockbroking & Allied,nse_getSymbolData.basicIndustry,,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
ARIFOU,ARIHANT,Arihant Foundations & Housing,BE,INE413D01011,Arihant Foundations & Housing Group,corporate_group_repository.xlsx,,,,,,,
ARISOL,ARIS,Arisinfra Solutions Limited,EQ,INE0H9P01028,,,Other Construction Materials,nse_getSymbolData.basicIndustry,,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
